Word,Length,Freq_HAL,Log_Freq_HAL,I_Mean_RT,I_Zscore,I_SD,Obs,I_Mean_Accuracy,Difficulty
mating,6,1482,7.3,718.9,-0.26,220.35,30.0,0.88,0.26069456
matisse,7,190,5.25,807.79,0.07,276.13,19.0,0.58,0.3961766
matriarch,9,99,4.6,807.0,0.22,262.07,27.0,0.9,0.5773616
matriarchal,11,603,6.4,960.08,0.54,427.13,24.0,0.77,0.6527158
matriarchy,10,67,4.2,918.48,0.43,295.91,29.0,0.91,0.6237647
matricide,9,5,1.61,918.87,0.71,388.0,15.0,0.48,0.5913144
matriculate,11,18,2.89,947.33,0.35,449.81,21.0,0.72,0.70804584
matriculated,12,32,3.47,909.04,0.54,298.97,24.0,0.73,0.6884413
matriculation,13,38,3.64,885.61,0.49,248.04,23.0,0.77,0.7112953
matrimonial,11,122,4.8,982.03,0.6,530.71,30.0,0.88,0.69000417
matrimony,9,155,5.04,809.97,0.13,366.52,29.0,0.88,0.6013689
matrix,6,13335,9.5,709.94,-0.27,321.65,35.0,1.0,0.37830102
matron,6,504,6.22,729.0,0.12,233.33,19.0,0.58,0.28955662
mats,4,2087,7.64,633.13,-0.6,209.03,32.0,0.97,0.124021895
matt,4,25398,10.14,611.65,-0.56,223.55,34.0,1.0,0.14867343
matted,6,483,6.18,731.59,-0.08,209.95,32.0,0.94,0.34204677
matter,6,110274,11.61,593.5,-0.75,212.39,32.0,0.97,0.33319843
mattered,8,822,6.71,759.63,-0.09,283.21,32.0,0.94,0.46603057
matters,7,19164,9.86,604.34,-0.61,213.65,32.0,0.97,0.42328584
matthew,7,17697,9.78,666.89,-0.39,253.98,35.0,1.0,0.4232543
matting,7,190,5.25,780.57,0.03,251.56,30.0,0.88,0.3483315
mattress,8,1259,7.14,632.18,-0.55,174.17,34.0,1.0,0.42095146
mattresses,10,136,4.91,755.38,-0.07,346.5,29.0,0.94,0.5613521
maturate,8,0,0.0,925.65,0.44,419.69,23.0,0.7,0.47330233
maturation,10,173,5.15,904.9,0.21,435.38,30.0,0.91,0.5026687
maturational,12,1,0.0,1151.22,1.24,342.5,18.0,0.62,0.5806546
mature,6,6245,8.74,702.41,-0.39,307.88,32.0,0.94,0.27772403
matured,7,577,6.36,625.58,-0.42,188.53,31.0,0.97,0.3681824
maturing,8,393,5.97,817.45,-0.1,369.9,29.0,0.88,0.44288158
maturities,10,139,4.93,869.04,0.28,350.02,26.0,0.81,0.5308433
maturity,8,3067,8.03,763.21,-0.32,292.85,33.0,1.0,0.44789425
maul,4,285,5.65,797.0,0.02,217.16,24.0,0.69,0.21019448
mauler,6,101,4.62,780.35,0.11,204.74,17.0,0.52,0.3903619
mauling,7,73,4.29,834.64,0.22,342.22,28.0,0.88,0.4224644
maureen,7,1224,7.11,752.46,-0.05,169.51,24.0,0.73,0.5338419
maurice,7,2519,7.83,764.91,-0.08,246.42,32.0,0.94,0.4485113
mauritania,10,197,5.28,1286.33,2.28,290.34,3.0,0.1,0.6486713
mausoleum,9,189,5.24,988.25,1.05,328.8,16.0,0.5,0.72196966
mauve,5,288,5.66,845.71,0.19,325.06,21.0,0.62,0.26771957
maverick,8,1058,6.96,805.25,0.01,278.73,32.0,0.94,0.5105312
mavericks,9,573,6.35,814.85,0.17,186.91,33.0,1.0,0.5935944
max,3,24879,10.12,629.56,-0.6,212.39,32.0,0.97,0.13334417
maxi,4,320,5.77,789.64,-0.03,276.96,25.0,0.76,0.16855644
maxim,5,1151,7.05,712.59,-0.11,245.6,29.0,0.88,0.2734656
maxima,6,877,6.78,810.64,0.09,272.15,25.0,0.76,0.3469209
maximal,7,712,6.57,688.48,-0.34,202.72,31.0,0.94,0.44198322
maximilian,10,157,5.06,922.52,0.49,274.34,23.0,0.74,0.69386154
maximization,12,118,4.77,881.63,0.51,304.55,32.0,0.94,0.67648554
maximize,8,2688,7.9,615.82,-0.49,178.4,34.0,1.0,0.5821767
maximized,9,445,6.1,726.68,-0.27,195.38,34.0,1.0,0.56714976
maximizes,9,239,5.48,799.59,-0.08,438.41,32.0,0.97,0.6088609
maximizing,10,555,6.32,777.81,-0.11,296.11,31.0,0.97,0.6310286
maximum,7,22457,10.02,696.24,-0.35,224.39,33.0,0.97,0.48508137
maximums,8,142,4.96,793.52,0.18,252.99,29.0,0.91,0.5243446
maxine,6,317,5.76,791.88,0.2,252.36,24.0,0.71,0.4130162
maxwell,7,3154,8.06,690.94,-0.46,157.01,33.0,1.0,0.43705505
may,3,536229,13.19,637.91,-0.66,227.51,34.0,1.0,0.14709498
mayan,5,857,6.75,815.59,0.15,201.21,22.0,0.69,0.2751306
mayans,6,168,5.12,760.41,0.12,209.44,27.0,0.82,0.34285918
maybe,5,166009,12.02,594.41,-0.51,157.15,34.0,1.0,0.2968982
mayday,6,168,5.12,731.0,-0.19,289.57,31.0,0.91,0.41570225
mayflower,9,214,5.37,629.61,-0.49,181.77,33.0,1.0,0.7536911
mayfly,6,20,3.0,901.44,0.61,337.51,18.0,0.62,0.4886467
mayhem,6,976,6.88,843.91,0.32,291.58,23.0,0.68,0.4286557
mayo,4,1520,7.33,801.5,-0.15,239.95,24.0,0.71,0.194638
mayonnaise,10,259,5.56,924.3,0.03,407.52,30.0,0.88,0.63689595
mayor,5,4322,8.37,651.18,-0.5,203.33,34.0,1.0,0.24531709
mayoral,7,93,4.53,1015.28,0.87,424.33,18.0,0.55,0.4110775
maypole,7,25,3.22,871.65,0.26,332.02,20.0,0.65,0.5177382
mays,4,1003,6.91,652.68,-0.44,210.8,28.0,0.85,0.18581572
maze,4,6472,8.78,624.41,-0.63,162.37,32.0,0.97,0.18944785
mccarthyism,11,240,5.48,1162.95,1.07,423.03,20.0,0.67,0.704648
me,2,1303959,14.08,609.45,-0.67,204.12,33.0,1.0,0.08917955
mead,4,1693,7.43,699.03,-0.28,236.78,29.0,0.85,0.11797158
meadow,6,841,6.73,753.54,-0.28,368.67,28.0,0.88,0.3867923
meadows,7,1311,7.18,584.52,-0.69,112.32,33.0,1.0,0.46782467
meager,6,771,6.65,850.19,0.19,303.47,27.0,0.79,0.3073322
meal,4,6528,8.78,562.89,-0.77,236.28,35.0,1.0,0.1369416
meals,5,4000,8.29,629.12,-0.56,286.43,33.0,1.0,0.21928674
mealtime,8,77,4.34,726.66,-0.05,237.19,32.0,0.97,0.46896645
mealy,5,172,5.15,734.69,0.23,153.41,13.0,0.38,0.25559565
mealybug,8,16,2.77,1002.8,1.2,258.37,5.0,0.16,0.57041764
mean,4,151693,11.93,634.0,-0.63,200.21,35.0,1.0,0.10918745
meander,7,97,4.57,890.05,0.24,468.09,22.0,0.67,0.37199026
meandered,9,57,4.04,896.52,0.45,446.2,27.0,0.87,0.48141953
meandering,10,174,5.16,842.65,0.32,209.52,23.0,0.74,0.560709
meanest,7,199,5.29,736.31,-0.18,297.18,32.0,0.94,0.39261788
meanie,6,65,4.17,868.04,0.46,314.34,26.0,0.79,0.31824166
meaning,7,31933,10.37,622.79,-0.64,273.13,34.0,0.97,0.2827374
meaningful,10,6235,8.74,709.64,-0.38,252.34,33.0,1.0,0.5854016
meaningfully,12,354,5.87,819.97,0.11,311.61,32.0,0.97,0.6447616
meaningfulness,14,47,3.85,875.69,0.4,327.88,32.0,1.0,0.78244877
meaningless,11,5617,8.63,820.06,0.06,299.79,33.0,1.0,0.63699764
meanings,8,3328,8.11,643.26,-0.48,223.57,34.0,1.0,0.40998182
meanness,8,140,4.94,735.57,-0.08,185.42,30.0,0.91,0.4270466
means,5,130928,11.78,579.06,-0.66,139.27,33.0,1.0,0.16041207
meant,5,36601,10.51,633.06,-0.53,224.13,32.0,0.94,0.19993517
meantime,8,5417,8.6,702.59,-0.36,191.19,34.0,1.0,0.43675458
meanwhile,9,8437,9.04,679.31,-0.34,276.93,32.0,0.97,0.57716435
measles,7,1099,7.0,754.84,-0.16,242.54,32.0,1.0,0.39466327
measly,6,570,6.35,836.03,0.18,282.41,29.0,0.83,0.3451959
measurable,10,1054,6.96,689.12,-0.27,210.91,34.0,1.0,0.61122423
measurably,10,91,4.51,706.94,-0.29,199.86,33.0,1.0,0.6188579
measure,7,19777,9.89,605.97,-0.53,112.73,31.0,0.97,0.36908212
measured,8,8137,9.0,674.67,-0.36,253.32,33.0,1.0,0.3836826
measurement,11,6219,8.74,777.29,-0.12,307.23,31.0,1.0,0.55705917
measurements,12,4858,8.49,788.75,-0.12,284.58,32.0,1.0,0.59763813
measures,8,11173,9.32,681.47,-0.43,251.89,34.0,1.0,0.3848419
measuring,9,3995,8.29,736.3,-0.24,174.58,33.0,1.0,0.4969011
meat,4,14861,9.61,579.35,-0.75,154.23,34.0,1.0,0.14045584
meatball,8,308,5.73,638.28,-0.62,196.2,32.0,0.97,0.5217966
meats,5,596,6.39,601.28,-0.54,205.32,32.0,0.97,0.20025931
meaty,5,341,5.83,682.42,-0.2,175.18,31.0,0.91,0.2906539
mecca,5,931,6.84,820.7,0.09,302.52,30.0,0.88,0.200305
mechanic,8,2266,7.73,690.43,-0.37,256.48,30.0,0.94,0.50507206
mechanical,10,12185,9.41,673.7,-0.44,236.58,33.0,0.97,0.573322
mechanically,12,910,6.81,789.97,0.04,290.62,33.0,1.0,0.6500091
mechanics,9,10041,9.21,699.5,-0.33,214.11,32.0,1.0,0.5565718
mechanism,9,13144,9.48,695.45,-0.24,214.62,33.0,0.94,0.6575762
mechanisms,10,5405,8.6,744.62,-0.12,277.07,29.0,0.91,0.72968364
mechanistic,11,321,5.77,981.2,0.69,433.77,25.0,0.83,0.70331854
mechanization,13,82,4.41,1038.33,0.61,402.22,27.0,0.87,0.78033835
mechanize,9,15,2.71,672.07,-0.37,193.33,30.0,0.88,0.6685743
mechanized,10,279,5.63,788.91,-0.01,320.11,32.0,0.94,0.65863246
medal,5,3315,8.11,760.94,-0.36,448.11,32.0,0.91,0.2444352
medallion,9,828,6.72,813.96,-0.02,315.07,26.0,0.81,0.6052977
medallions,10,115,4.74,900.24,0.45,277.9,25.0,0.76,0.6500672
medallist,9,26,3.26,897.13,0.3,312.63,23.0,0.68,0.6548151
medals,6,841,6.73,751.33,-0.39,458.84,33.0,1.0,0.35228193
meddle,6,571,6.35,727.92,0.01,184.52,26.0,0.81,0.3886203
meddlesome,10,36,3.58,883.53,0.36,327.67,15.0,0.5,0.7436443
meddling,8,621,6.43,856.86,0.2,293.49,28.0,0.88,0.49560273
media,5,58004,10.97,626.55,-0.55,207.51,33.0,0.97,0.21204749
medial,6,167,5.12,719.68,-0.27,254.8,31.0,0.94,0.29283667
median,6,1803,7.5,675.44,-0.26,278.07,32.0,0.94,0.28913873
mediate,7,299,5.7,710.82,-0.38,288.0,33.0,1.0,0.40604052
mediating,9,183,5.21,826.13,0.15,356.3,31.0,0.97,0.43056256
mediation,9,880,6.78,745.65,-0.12,194.89,34.0,0.97,0.42286503
mediator,8,695,6.54,699.33,-0.25,145.09,33.0,0.97,0.45360753
medic,5,1601,7.38,746.0,-0.2,215.46,26.0,0.74,0.18858434
medical,7,53004,10.88,613.58,-0.55,197.71,31.0,0.94,0.36195534
medically,9,862,6.76,806.79,-0.01,257.69,33.0,1.0,0.47262478
medicare,8,3277,8.09,694.45,-0.23,201.26,33.0,1.0,0.48525134
medicate,8,83,4.42,702.73,-0.24,187.83,33.0,0.97,0.47765744
medication,10,3624,8.2,655.39,-0.34,168.53,33.0,0.97,0.49756742
medicinal,9,904,6.81,861.65,0.13,351.57,23.0,0.74,0.45041525
medicine,8,19795,9.89,655.91,-0.44,225.52,32.0,0.97,0.45753253
medicines,9,1198,7.09,787.63,0.07,297.68,32.0,1.0,0.48730588
medics,6,390,5.97,791.44,-0.02,332.14,27.0,0.84,0.28509352
medieval,8,4207,8.34,752.97,0.06,318.14,31.0,0.91,0.3561365
mediocre,8,2673,7.89,853.35,0.14,360.34,26.0,0.74,0.57258344
mediocrities,12,25,3.22,1191.43,1.12,454.39,21.0,0.78,0.7269078
mediocrity,10,640,6.46,905.16,0.37,348.48,25.0,0.74,0.66331416
meditate,8,802,6.69,752.06,-0.13,409.84,34.0,1.0,0.47679198
meditated,9,225,5.42,783.29,-0.1,352.99,31.0,0.97,0.46363682
meditating,10,491,6.2,769.48,0.13,336.43,29.0,0.88,0.52840126
meditation,10,5031,8.52,736.28,-0.16,194.91,32.0,1.0,0.5057149
meditations,11,364,5.9,768.67,-0.02,219.68,33.0,0.97,0.5630164
meditative,10,311,5.74,883.69,0.51,333.25,32.0,0.94,0.54465705
mediterranean,13,1756,7.47,930.1,0.48,435.76,30.0,0.97,0.7907934
medium,6,19072,9.86,591.85,-0.63,131.85,34.0,1.0,0.37625253
mediums,7,488,6.19,819.38,0.2,347.11,29.0,0.88,0.43363607
medley,6,948,6.85,748.1,-0.19,192.93,29.0,0.88,0.38018873
meek,4,1498,7.31,724.57,-0.28,275.68,30.0,0.86,0.16599093
meeker,6,119,4.78,767.93,-0.07,188.0,15.0,0.45,0.3511281
meekest,7,13,2.56,936.5,0.49,488.02,20.0,0.57,0.46590877
meekly,6,234,5.46,802.0,-0.03,327.26,28.0,0.88,0.41633996
meet,4,48215,10.78,599.38,-0.61,145.06,34.0,1.0,0.1432967
meeting,7,37663,10.54,648.12,-0.46,210.4,33.0,1.0,0.2986192
meetinghouse,12,5,1.61,970.03,0.36,435.25,31.0,1.0,0.73656666
meetings,8,11848,9.38,705.24,-0.4,410.16,34.0,1.0,0.42009443
meets,5,9004,9.11,633.09,-0.5,193.47,34.0,1.0,0.20717135
meg,3,25782,10.16,735.61,-0.2,434.04,31.0,0.94,0.09303438
megadeath,9,59,4.08,1021.46,0.79,341.82,24.0,0.73,0.66378707
megahertz,9,927,6.83,981.61,0.56,273.61,18.0,0.53,0.625384
megalith,8,26,3.26,808.0,0.03,322.65,9.0,0.27,0.54239184
megalomania,11,158,5.06,1090.83,1.42,388.53,12.0,0.43,0.7735456
megalomaniac,12,157,5.06,1143.12,1.1,418.78,17.0,0.61,0.818638
megaphone,9,288,5.66,747.84,-0.15,350.12,32.0,0.97,0.6412098
megaton,7,201,5.3,913.0,0.38,377.1,11.0,0.34,0.463587
megatons,8,68,4.22,1092.69,1.03,441.65,16.0,0.47,0.5232965
megawatt,8,159,5.07,992.56,0.74,346.05,18.0,0.56,0.5362374
meiosis,7,47,3.85,958.33,0.64,260.84,18.0,0.58,0.43831843
mel,3,4105,8.32,764.0,-0.13,308.19,28.0,0.85,0.096336916
melancholy,10,367,5.91,756.65,-0.06,228.16,31.0,0.94,0.6736223
melange,7,189,5.24,839.84,0.52,263.9,19.0,0.56,0.48481315
melbourne,9,5821,8.67,808.0,0.2,258.4,28.0,0.82,0.6600429
meld,4,629,6.44,803.86,0.23,303.96,22.0,0.65,0.14396241
melee,5,1257,7.14,805.75,-0.04,169.01,8.0,0.23,0.23972611
meliorate,9,0,0.0,1076.43,0.79,189.0,7.0,0.22,0.5637848
melissa,7,4561,8.43,634.13,-0.57,121.27,32.0,0.97,0.35391688
mellow,6,1758,7.47,631.33,-0.51,170.42,33.0,1.0,0.38660553
mellowed,8,186,5.23,798.81,-0.03,337.55,27.0,0.93,0.5131822
melodic,7,1048,6.95,751.17,0.03,310.8,24.0,0.77,0.42473942
melodically,11,44,3.78,881.23,0.49,290.85,26.0,0.84,0.59448206
melodies,8,1033,6.94,775.91,-0.09,343.94,32.0,0.94,0.47733334
melodious,9,126,4.84,802.34,0.26,275.54,29.0,0.85,0.64939696
melodrama,9,269,5.59,782.28,0.15,240.38,29.0,0.88,0.6020979
melodramatic,12,294,5.68,919.0,0.43,264.43,27.0,0.84,0.73669684
melody,6,2693,7.9,723.32,-0.3,272.21,34.0,0.97,0.40192103
melon,5,759,6.63,612.97,-0.63,127.45,33.0,0.97,0.27068946
melt,4,2781,7.93,616.15,-0.61,239.26,33.0,0.97,0.12556618
melted,6,1918,7.56,633.97,-0.58,188.25,34.0,1.0,0.29033464
melting,7,2448,7.8,681.19,-0.52,233.75,32.0,0.94,0.30509076
member,6,63948,11.07,613.12,-0.61,251.66,33.0,0.97,0.35872555
members,7,78648,11.27,572.91,-0.67,118.79,32.0,0.97,0.43374175
membership,10,19118,9.86,770.0,-0.17,363.33,33.0,0.97,0.651475
memberships,11,1345,7.2,690.28,-0.2,274.56,32.0,1.0,0.71598035
membrane,8,1781,7.48,683.1,-0.34,223.45,31.0,0.94,0.5580763
memento,7,131,4.88,649.57,-0.29,218.06,23.0,0.72,0.3964793
mementoes,9,6,1.79,962.31,0.59,499.76,16.0,0.52,0.56728417
mementos,8,26,3.26,882.76,0.29,269.05,25.0,0.81,0.5025733
memo,4,3321,8.11,658.39,-0.45,218.19,31.0,0.97,0.1525215
memoir,6,365,5.9,697.37,-0.25,215.17,27.0,0.79,0.36005268
memoirs,7,738,6.6,842.97,0.21,310.58,32.0,0.94,0.42473024
memorabilia,11,1260,7.14,894.53,0.39,307.38,32.0,0.97,0.719358
memorable,9,1954,7.58,706.24,-0.41,336.21,34.0,1.0,0.5304865
memoranda,9,123,4.81,953.45,0.63,334.95,22.0,0.69,0.5374518
memorandum,10,1123,7.02,807.37,0.24,278.52,30.0,0.88,0.6010512
memorial,8,4749,8.47,616.25,-0.54,147.19,32.0,1.0,0.438627
memorialize,11,32,3.47,1006.63,0.67,480.42,27.0,0.93,0.72587526
memorialized,12,27,3.3,905.36,0.58,359.88,25.0,0.89,0.71244603
memorials,9,95,4.55,755.29,-0.08,268.99,31.0,0.91,0.5305684
memories,8,8760,9.08,703.65,-0.39,200.56,34.0,1.0,0.46819198
memorization,12,317,5.76,873.75,0.31,379.71,32.0,1.0,0.6336649
memorize,8,1122,7.02,668.25,-0.36,241.95,32.0,0.97,0.538848
memorized,9,835,6.73,686.09,-0.35,233.72,32.0,0.97,0.5199318
memorizing,10,315,5.75,785.71,-0.05,308.21,35.0,1.0,0.59516513
memory,6,114930,11.65,624.85,-0.59,256.75,33.0,0.97,0.38599765
memos,5,532,6.28,655.56,-0.39,203.63,34.0,0.97,0.22844976
memphis,7,4487,8.41,768.65,-0.35,470.59,31.0,0.97,0.39310643
men,3,98321,11.5,540.55,-0.84,160.74,33.0,0.97,0.12066827
menace,6,1308,7.18,661.21,-0.3,197.68,33.0,0.97,0.39756083
menaced,7,46,3.83,803.18,0.09,423.44,34.0,1.0,0.4645769
menacing,8,456,6.12,773.97,0.0,243.34,32.0,0.91,0.46963853
menagerie,9,311,5.74,973.91,0.84,372.43,23.0,0.72,0.6361697
menarche,8,23,3.14,822.25,0.44,268.84,12.0,0.35,0.5663502
mend,4,357,5.88,625.21,-0.5,216.63,33.0,0.97,0.14340729
mendacious,10,61,4.11,1270.86,1.09,590.96,14.0,0.45,0.67834276
mendacity,9,62,4.13,880.63,0.36,293.91,8.0,0.25,0.59736943
mended,6,120,4.79,753.38,-0.11,279.45,32.0,0.94,0.30319673
mendel,6,313,5.75,842.96,0.12,329.08,27.0,0.82,0.32371408
mending,7,210,5.35,771.06,-0.15,246.11,31.0,0.91,0.3119096
menfolk,7,24,3.18,829.6,0.33,314.62,20.0,0.59,0.6229712
menial,6,256,5.55,877.64,0.38,261.45,22.0,0.65,0.33142728
meninges,8,3,1.1,1003.7,0.99,355.37,10.0,0.32,0.47174367
meningitis,10,286,5.66,958.77,0.61,396.73,26.0,0.81,0.6133359
mennonite,9,197,5.28,946.08,0.49,268.22,13.0,0.45,0.5739783
mennonites,10,55,4.01,1036.67,1.33,380.72,9.0,0.29,0.597953
menopause,9,260,5.56,758.77,-0.03,193.07,31.0,0.94,0.6474184
menstruate,10,39,3.66,910.72,0.43,306.46,29.0,1.0,0.6592824
menstruation,12,225,5.42,893.33,0.39,424.49,30.0,0.97,0.6694766
mental,6,18663,9.83,599.74,-0.7,132.61,34.0,1.0,0.33997747
mentalities,11,96,4.56,947.88,0.46,437.36,25.0,0.78,0.6698939
mentality,9,3397,8.13,808.8,-0.01,321.04,30.0,1.0,0.6141625
mentally,8,4045,8.31,660.67,-0.38,204.53,33.0,0.97,0.49138147
menthol,7,49,3.89,675.82,-0.36,141.46,34.0,1.0,0.4515325
mention,7,49939,10.82,730.21,-0.3,317.45,34.0,0.94,0.31072968
mentioned,9,56816,10.95,663.65,-0.37,294.7,31.0,0.97,0.46403664
mentioning,10,4528,8.42,827.74,-0.03,315.86,31.0,0.94,0.48657787
mentions,8,6188,8.73,642.51,-0.47,214.09,35.0,1.0,0.37975147
mentor,6,3640,8.2,717.42,-0.32,339.73,33.0,1.0,0.36599684
menu,4,28562,10.26,626.94,-0.52,303.71,31.0,0.97,0.16632615
menus,5,5685,8.65,719.17,-0.21,223.97,30.0,0.88,0.24231534
meow,4,1154,7.05,647.39,-0.41,205.97,31.0,0.91,0.21775472
mephistopheles,14,1047,6.95,1322.8,1.68,660.34,5.0,0.2,0.8241588
mercantile,10,352,5.86,820.5,0.13,301.21,20.0,0.65,0.6047001
mercedes,8,2789,7.93,775.09,-0.12,272.37,33.0,0.97,0.43898505
mercenaries,11,1349,7.21,894.04,0.35,309.85,26.0,0.81,0.55070883
mercenary,9,1112,7.01,861.48,0.4,314.73,29.0,0.85,0.509585
mercer,6,1521,7.33,811.96,0.21,256.09,25.0,0.74,0.25588176
mercers,7,0,0.0,914.15,0.26,343.66,20.0,0.63,0.34268603
merchandise,11,5473,8.61,731.5,-0.22,217.84,34.0,1.0,0.6779658
merchandising,13,752,6.62,808.63,0.32,283.63,30.0,0.97,0.7044149
merchant,8,5231,8.56,723.71,-0.39,351.3,34.0,0.97,0.5001703
merchants,9,1893,7.55,726.73,-0.39,238.78,33.0,0.97,0.5596076
merciful,8,901,6.8,770.45,-0.08,247.61,31.0,0.94,0.4699929
mercifully,10,303,5.71,797.0,-0.04,281.64,33.0,0.97,0.58326674
merciless,9,437,6.08,839.33,0.04,452.51,33.0,0.97,0.5743001
mercilessly,11,473,6.16,774.43,0.0,267.16,28.0,0.8,0.6750185
mercurial,9,66,4.19,924.43,0.67,484.76,14.0,0.42,0.51728165
mercury,7,8121,9.0,589.32,-0.61,125.74,34.0,1.0,0.37602207
mercy,5,5983,8.7,606.31,-0.59,171.53,32.0,1.0,0.2410403
mere,4,9454,9.15,727.72,-0.12,225.54,29.0,0.85,0.11483904
meredith,8,1380,7.23,706.07,-0.2,204.84,28.0,0.88,0.46861616
merely,6,25599,10.15,689.5,-0.31,215.48,32.0,0.97,0.32948312
merge,5,3683,8.21,652.47,-0.4,200.6,34.0,1.0,0.22772774
merged,6,1880,7.54,731.34,-0.28,222.23,35.0,0.97,0.31397733
merger,6,1651,7.41,685.76,-0.31,192.35,34.0,1.0,0.29821196
mergers,7,521,6.26,796.72,-0.04,421.67,29.0,0.88,0.383617
merges,6,375,5.93,707.68,-0.32,285.29,28.0,0.85,0.29437992
merging,7,1170,7.06,713.03,-0.34,289.47,33.0,0.97,0.31113446
meridian,8,1324,7.19,783.76,0.17,231.9,29.0,0.97,0.4255903
meringue,8,164,5.1,963.45,0.69,339.58,22.0,0.65,0.53291786
merit,5,5541,8.62,659.58,-0.43,199.72,33.0,1.0,0.19927602
merited,7,172,5.15,802.19,0.12,266.41,27.0,0.79,0.34504572
meritorious,11,202,5.31,1072.13,1.17,317.57,8.0,0.27,0.6714596
merits,6,3956,8.28,729.23,-0.27,310.75,31.0,0.94,0.24169643
mermaid,7,1604,7.38,652.22,-0.34,207.65,32.0,1.0,0.4607665
merman,6,119,4.78,899.71,0.45,376.73,14.0,0.44,0.30171835
merriest,8,2,0.69,906.91,0.47,304.88,22.0,0.65,0.49376374
merrily,7,485,6.18,832.61,-0.03,484.32,31.0,0.91,0.42520005
merriment,9,212,5.36,726.26,0.04,195.41,19.0,0.59,0.48686403
merry,5,1879,7.54,759.18,-0.24,401.79,34.0,0.97,0.26766625
merrymaker,10,0,0.0,868.52,0.48,242.79,27.0,0.82,0.7443111
merrymaking,11,12,2.48,997.12,0.41,403.48,26.0,0.87,0.75360477
mesa,4,5954,8.69,745.67,-0.07,187.46,18.0,0.53,0.15299012
mescal,6,24,3.18,1129.0,0.82,538.78,3.0,0.09,0.302996
mescalin,8,1,0.0,1037.67,0.63,476.5,9.0,0.27,0.57649153
mesh,4,1955,7.58,651.61,-0.45,162.22,33.0,0.97,0.18357226
mesmeric,8,412,6.02,903.5,0.54,338.42,22.0,0.67,0.5049888
mesmerize,9,20,3.0,843.41,0.19,446.76,27.0,0.87,0.6426346
mesmerized,10,271,5.6,907.67,0.36,293.43,33.0,0.94,0.6402054
mess,4,13190,9.49,615.41,-0.6,256.07,34.0,1.0,0.13691595
message,7,247136,12.42,602.58,-0.64,180.71,33.0,0.97,0.3788064
messages,8,64553,11.08,822.86,-0.14,464.36,29.0,0.88,0.4197941
messed,6,3669,8.21,678.35,-0.47,299.28,31.0,0.94,0.305508
messenger,9,2405,7.79,596.76,-0.59,186.64,33.0,0.97,0.6122296
messengers,10,594,6.39,798.7,0.06,334.79,33.0,0.97,0.66981506
messes,6,740,6.61,759.54,-0.25,212.85,24.0,0.73,0.29969394
messiah,7,4703,8.46,719.26,-0.14,203.42,31.0,0.94,0.40779296
messing,7,2319,7.75,727.23,-0.32,284.35,31.0,0.94,0.33460903
messy,5,2444,7.8,597.84,-0.54,122.71,32.0,1.0,0.2723086
met,3,33944,10.43,642.13,-0.52,244.28,32.0,1.0,0.091452464
metabolic,9,871,6.77,702.74,-0.29,223.45,34.0,1.0,0.5958416
metabolism,10,1759,7.47,669.24,-0.38,159.92,33.0,1.0,0.7270922
metabolize,10,156,5.05,756.65,-0.22,232.99,34.0,1.0,0.74553335
metabolized,11,113,4.73,765.88,-0.01,296.94,32.0,1.0,0.7316544
metacarpal,10,7,1.95,1009.6,0.6,352.61,25.0,0.76,0.5697431
metal,5,28116,10.24,585.36,-0.68,147.68,33.0,0.97,0.20544551
metallic,8,1878,7.54,683.74,-0.31,169.04,34.0,0.97,0.48816228
metallurgy,10,347,5.85,761.25,0.22,151.28,16.0,0.46,0.5420087
metals,6,2729,7.91,617.64,-0.64,275.74,33.0,1.0,0.3128296
metalsmiths,11,9,2.2,961.23,0.91,265.31,22.0,0.73,0.6528717
metalwork,9,45,3.81,730.3,-0.26,244.24,30.0,0.91,0.6501006
metalworking,12,108,4.68,906.41,0.41,281.45,34.0,0.97,0.76237875
metamorphic,11,107,4.67,777.56,0.08,206.46,32.0,0.97,0.6358409
metamorphose,12,44,3.78,862.18,0.4,242.41,17.0,0.63,0.7808279
metamorphosed,13,43,3.76,990.0,0.78,379.83,24.0,0.71,0.7500076
metamorphosis,13,2149,7.67,789.44,0.12,268.0,32.0,1.0,0.80093664
metaphor,8,2520,7.83,695.34,-0.37,231.76,32.0,0.94,0.533029
metaphorical,12,454,6.12,847.78,0.21,272.98,32.0,0.94,0.6710173
metaphors,9,826,6.72,694.16,-0.32,241.03,31.0,0.94,0.57615477
metaphysic,10,109,4.69,860.52,0.39,265.07,27.0,0.82,0.6262854
metaphysical,12,1342,7.2,895.87,0.4,340.34,30.0,0.91,0.6748145
metaphysics,11,886,6.79,896.0,0.36,400.06,26.0,0.84,0.6758563
metatarsal,10,11,2.4,1092.44,1.06,259.84,9.0,0.28,0.5318456
meteor,6,1286,7.16,788.75,-0.08,441.51,28.0,0.88,0.26338533
meteoric,8,121,4.8,761.14,0.11,225.68,29.0,0.85,0.3907749
meteorite,9,252,5.53,829.06,0.17,293.29,31.0,0.91,0.4932255
meteorites,10,188,5.24,923.44,0.61,304.61,25.0,0.83,0.5175236
meteoroid,9,9,2.2,825.27,0.11,334.54,30.0,1.0,0.5544819
meteorological,14,926,6.83,995.65,0.84,271.88,31.0,0.94,0.73025966
meteorology,11,1358,7.21,963.0,0.31,526.38,28.0,0.9,0.6368942
meteors,7,241,5.48,707.3,-0.17,228.96,27.0,0.87,0.33930835
